title,description,provider,provider_url,downloads_piped,downloads_n,metadatas_piped,metadatas_n
"Kemps Ridley Turtle, Atlantic Spring Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Kemps Ridley Turtle, Atlantic Summer Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Kemps Ridley Turtle, Atlantic Winter Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Atlantic Fall Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Atlantic Spring Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Atlantic Summer Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Atlantic Winter Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Gulf of Mexico Fall Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Gulf of Mexico Spring Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Gulf of Mexico Summer Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
"Leatherback Turtle, Gulf of Mexico Winter Density","The Navy is committed to demonstrating environmental stewardship while executing its national defense mission and is also responsible for compliance with a suite of federal environmental and natural resources laws and regulations, including the National Environmental Policy Act, the Marine Mammal Protection Act, and the Endangered Species Act. In order to comply with these mandates, up-to-date, area-specific marine mammal and sea turtle density estimates for the Operating Areas (OPAREAs) and adjacent Navy training regions are required.  MarineCadastre.gov has included Kemp’s Ridley, Leatherback, and Loggerhead turtle models for all seasons as examples of these models.  Please view the publication for specific details on the development and use of these models. Data shown here are not available for download at the request of the data provider.",U.S. Navy,http://www.navy.mil/swf/index.asp,,0,,0
Limit of OCSLA '8(g)' zone,"The revenue sharing boundary was established under Section 8(g) of the Outer Continental Shelf Lands Act.  It provides for eligible states to claim a percentage of the share of oil, gas, or wind energy revenues when a federal lease is within three miles of the Submerged Lands Act (SLA) boundary.",Bureau of Ocean Energy Management,http://www.boem.gov/,http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Alaska/line_8g.aspx|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/ATL_8G(3).aspx|https://www.data.boem.gov/Mapping/Files/line_8g.zip|http://www.boem.gov/Oil-and-Gas-Energy-Program/Mapping-and-Data/Pacific-files/PC_LINE_8G.aspx,4,http://metadata.boem.gov/geospatial/OCSLA_Sec8g_RevenueZoneBoundary_Alaska_NAD83.xml|http://metadata.boem.gov/geospatial/OCSLA_Sec8g_RevenueZoneBoundary_Atlantic_NAD83.xml|http://metadata.boem.gov/geospatial/OCSLA_Sec8g_RevenueZoneBoundary_Gulf_of_Mexico_NAD27.xml|http://metadata.boem.gov/geospatial/OCSLA_Sec8g_RevenueZoneBoundary_Pacific_WC_NAD83.xml,4
Line Islands Bathymetry,"Multibeam bathymetry (in meters) collected to support a potential claim of an extended continental shelf by the United States, under the United Nations Convention on the Law of the Sea, Article 76. These data include full-coverage multibeam sonar measurements in water depths of approximately 1000 to 5000 m in order to precisely define the location of the 2500-m isobath and the ""foot of the slope"". The Center for Coastal and Ocean Mapping – Joint Hydrographic Center is  a cooperative partnership between the University of New Hampshire and the National Oceanic and Atmospheric Administration.",University of New Hampshire,http://www.unh.edu/,https://ccom.unh.edu/theme/law-sea/law-of-the-sea-data,1,https://ccom.unh.edu/sites/default/files/metadata/LineIslands_KingmanPalmyra_ESRI_bathy_metadata.xml,1
